aT17.0,Self-emp-not-inc,aT100009.0,Some-college,aT1.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,bT0.0,bT0.0,bT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Bachelors,aT1.0,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,bT0.0,bT0.0,bT1.0,Japan,<=50K.
aT17.0,?,bT100009.0,Bachelors,aT1.0,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,bT0.0,bT0.0,bT1.0,United-States,<=50K.
aT17.0,?,aT100009.0,Masters,aT1.0,Divorced,?,Not-in-family,White,Male,bT0.0,bT0.0,bT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,11th,aT1.0,Divorced,Farming-fishing,Unmarried,White,Male,bT0.0,bT0.0,bT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,HS-grad,aT1.0,Never-married,Machine-op-inspct,Other-relative,Black,Male,bT0.0,bT0.0,bT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Bachelors,aT1.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,bT0.0,aT0.0,bT1.0,United-States,>50K.
aT17.0,Self-emp-not-inc,aT100009.0,Some-college,aT1.0,Married-civ-spouse,Other-service,Wife,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Sales,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Tech-support,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,?,aT100009.0,Some-college,aT1.0,Never-married,?,Not-in-family,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Married-civ-spouse,Other-service,Husband,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Female,bT0.0,bT0.0,aT1.0,?,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Sales,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Widowed,Craft-repair,Not-in-family,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,?,aT100009.0,Some-college,aT1.0,Never-married,?,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,State-gov,aT100009.0,Some-college,aT1.0,Never-married,Prof-specialty,Own-child,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,State-gov,aT100009.0,Some-college,aT1.0,Never-married,Other-service,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Other-service,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,State-gov,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Sales,Not-in-family,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,State-gov,aT100009.0,Some-college,aT1.0,Widowed,Adm-clerical,Not-in-family,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Other-service,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,?,bT100009.0,Some-college,aT1.0,Married-civ-spouse,?,Husband,White,Male,bT0.0,bT0.0,aT1.0,United-States,>50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Sales,Own-child,White,Male,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Other-service,Unmarried,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Private,aT100009.0,Some-college,aT1.0,Never-married,Adm-clerical,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
aT17.0,Self-emp-not-inc,aT100009.0,Some-college,aT1.0,Never-married,Prof-specialty,Own-child,White,Female,bT0.0,bT0.0,aT1.0,United-States,<=50K.
