aT27.0,?,bT209912.0,Some-college,bT12.0,Married-civ-spouse,?,Wife,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,bT209912.0,Assoc-voc,bT12.0,Divorced,?,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,?,<=50K
aT27.0,?,bT209912.0,Assoc-voc,bT12.0,Widowed,?,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,aT209912.0,Assoc-voc,bT12.0,Widowed,?,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,bT209912.0,Assoc-acdm,bT12.0,Divorced,?,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,bT209912.0,Masters,aT12.0,Married-civ-spouse,?,Wife,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,State-gov,bT209912.0,Doctorate,aT12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,>50K
aT27.0,?,aT209912.0,10th,bT12.0,Married-civ-spouse,?,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,aT209912.0,10th,bT12.0,Widowed,?,Other-relative,Asian-Pac-Islander,Female,bT7073.5,bT1820.5,bT41.0,China,<=50K
aT27.0,Private,aT209912.0,10th,bT12.0,Divorced,Other-service,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,HS-grad,bT12.0,Never-married,Machine-op-inspct,Other-relative,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,HS-grad,bT12.0,Never-married,Machine-op-inspct,Own-child,Black,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,aT209912.0,HS-grad,bT12.0,Widowed,?,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Self-emp-not-inc,bT209912.0,HS-grad,bT12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,HS-grad,bT12.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,bT7073.5,bT1820.5,bT41.0,Vietnam,<=50K
aT27.0,?,bT209912.0,HS-grad,bT12.0,Married-civ-spouse,?,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,>50K
aT27.0,?,bT209912.0,HS-grad,bT12.0,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Self-emp-inc,bT209912.0,9th,bT12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,?,<=50K
aT27.0,?,aT209912.0,Some-college,bT12.0,Never-married,?,Not-in-family,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Self-emp-not-inc,bT209912.0,Some-college,bT12.0,Widowed,Adm-clerical,Not-in-family,White,Female,bT7073.5,aT1820.5,bT41.0,United-States,<=50K
aT27.0,Private,bT209912.0,Preschool,bT12.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Private,aT209912.0,Preschool,bT12.0,Widowed,Craft-repair,Unmarried,Black,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Tech-support,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Tech-support,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Tech-support,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,Canada,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Private,bT209912.0,Some-college,bT12.0,Separated,Exec-managerial,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Self-emp-not-inc,bT209912.0,Some-college,bT12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,bT209912.0,Some-college,bT12.0,Never-married,?,Other-relative,Asian-Pac-Islander,Male,bT7073.5,bT1820.5,bT41.0,Vietnam,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Sales,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Tech-support,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Federal-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Sales,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,Greece,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,bT209912.0,Some-college,bT12.0,Never-married,?,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Private,bT209912.0,Some-college,bT12.0,Widowed,Priv-house-serv,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Not-in-family,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Farming-fishing,Own-child,Black,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Local-gov,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,bT209912.0,Some-college,bT12.0,Never-married,?,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,bT209912.0,Some-college,bT12.0,Never-married,?,Not-in-family,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Sales,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Farming-fishing,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,bT209912.0,Some-college,bT12.0,Never-married,?,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,Germany,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Handlers-cleaners,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Farming-fishing,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Tech-support,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Private,bT209912.0,Some-college,bT12.0,Separated,Sales,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Self-emp-not-inc,bT209912.0,Some-college,bT12.0,Never-married,Prof-specialty,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,Local-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,bT209912.0,Some-college,bT12.0,Divorced,?,Unmarried,White,Female,bT7073.5,bT1820.5,bT41.0,Poland,<=50K
bT27.0,State-gov,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Handlers-cleaners,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
aT27.0,?,bT209912.0,Some-college,bT12.0,Married-civ-spouse,?,Husband,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,bT209912.0,Some-college,bT12.0,Never-married,Transport-moving,Own-child,White,Male,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,?,aT209912.0,Some-college,bT12.0,Never-married,?,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Local-gov,aT209912.0,Some-college,bT12.0,Never-married,Other-service,Own-child,Black,Female,bT7073.5,bT1820.5,bT41.0,Jamaica,<=50K
bT27.0,Private,aT209912.0,Some-college,bT12.0,Never-married,Adm-clerical,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
bT27.0,Private,aT209912.0,Some-college,bT12.0,Never-married,Exec-managerial,Own-child,White,Female,bT7073.5,bT1820.5,bT41.0,United-States,<=50K
